Indian Institute of Technology Bhubaneswar,A4109,Civil Engineering,4433,4960,1690,2088,832,1110,291,358,0,0,0,0,0,0,0,0
Indian Institute of Technology Bhubaneswar,A4111,Electrical Engineering,2971,4233,1234,1751,746,959,441,476,0,0,0,0,0,0,0,0
Indian Institute of Technology Bhubaneswar,A4125,Mechanical Engineering,3109,4475,1384,1786,564,969,402,453,0,0,0,0,0,0,0,0
Indian Institute of Technology Bombay,B4101,Aerospace Engineering,910,1719,200,792,29,356,181,216,0,0,110,138,0,0,0,0
Indian Institute of Technology Bombay,B4107,Chemical Engineering,354,1107,358,791,232,402,50,244,70,91,0,0,0,0,0,0
Indian Institute of Technology Bombay,B4109,Civil Engineering,701,1609,388,790,215,362,52,96,56,56,0,0,94,94,0,0
Indian Institute of Technology Bombay,B4110,Computer Science and Engineering,2,75,9,52,1,47,6,21,4,4,0,0,16,16,0,0
Indian Institute of Technology Bombay,B4111,Electrical Engineering,6,91,11,63,4,37,1,26,0,0,39,44,0,0,0,0
Indian Institute of Technology Bombay,B4117,Engineering Physics,95,987,390,836,166,456,293,413,0,0,0,0,0,0,0,0
Indian Institute of Technology Bombay,B4125,Mechanical Engineering,92,456,48,190,34,127,14,44,10,18,26,26,0,0,0,0
Indian Institute of Technology Bombay,B4128,Metallurgical Engineering and Materials Science,1516,2138,931,1359,389,780,331,493,95,95,0,0,0,0,0,0
Indian Institute of Technology Bombay,B5210,Chemical Engineering,1111,1453,745,973,320,566,372,416,129,129,0,0,0,0,0,0
Indian Institute of Technology Bombay,B5219,Electrical Engineering with M.Tech. in Communicationsand Signal Processing,226,395,271,339,188,246,56,153,0,0,0,0,0,0,0,0
Indian Institute of Technology Bombay,B5221,Electrical Engineering with M.Tech. in Microelectronics,97,264,77,257,69,165,183,192,50,50,0,0,0,0,0,0
Indian Institute of Technology Bombay,B5226,Energy Engineering with M.Tech. in Energy SystemsEngineering,516,1592,721,1012,373,643,340,378,60,60,0,0,0,0,0,0
Indian Institute of Technology Bombay,B5229,Engineering Physics with M.Tech. in EngineeringPhysics with specialization in Nano Science,1070,1472,824,994,630,670,443,443,0,0,0,0,0,0,0,0
Indian Institute of Technology Bombay,B5234,Mechanical Engineering with M.Tech. in Computer AidedDesign and Automation,451,624,262,451,176,193,142,191,36,36,0,0,0,0,0,0
Indian Institute of Technology Bombay,B5235,Mechanical Engineering with M.Tech. in ComputerIntegrated Manufacturing,533,698,353,476,16,221,205,225,52,52,0,0,0,0,0,0
Indian Institute of Technology Bombay,B5244,Metallurgical Engineering and Materials Science withM.Tech. in Ceramics and Composites,2172,2626,1539,1705,782,1056,420,550,0,0,0,0,0,0,0,0
Indian Institute of Technology Bombay,B5245,Metallurgical Engineering and Materials Science withM.Tech. in Metallurgical Process Engineering,2572,2823,1388,1675,859,925,464,517,0,0,0,0,0,0,0,0
Indian Institute of Technology Bombay,B5503,Chemistry,1995,4332,2333,2778,1026,1355,640,641,0,0,0,0,0,0,0,0
Indian Institute of Technology Mandi,C4110,Computer Science and Engineering,3260,4249,1445,1871,715,985,462,503,0,0,0,0,0,0,0,0
Indian Institute of Technology Mandi,C4111,Electrical Engineering,3872,4618,1720,2127,458,1119,383,440,124,124,0,0,0,0,0,0
Indian Institute of Technology Mandi,C4125,Mechanical Engineering,4135,4758,1738,2190,732,1060,387,442,0,0,0,0,0,0,0,0
Indian Institute of Technology Delhi,D4107,Chemical Engineering,635,1244,428,915,327,558,147,267,74,74,0,0,0,0,0,0
Indian Institute of Technology Delhi,D4109,Civil Engineering,360,1795,399,821,23,272,12,51,33,33,85,85,0,0,0,0
Indian Institute of Technology Delhi,D4110,Computer Science and Engineering,1,130,44,100,13,57,23,37,2,2,7,7,0,0,0,0
Indian Institute of Technology Delhi,D4111,Electrical Engineering,42,270,47,131,10,67,3,17,21,21,29,29,0,0,0,0
Indian Institute of Technology Delhi,D4112,Electrical Engineering (Power),437,820,309,406,80,222,83,86,0,0,0,0,0,0,0,0
Indian Institute of Technology Delhi,D4117,Engineering Physics,1010,2184,1129,1486,224,763,146,437,109,109,0,0,0,0,0,0
Indian Institute of Technology Delhi,D4125,Mechanical Engineering,176,630,92,300,21,140,19,57,40,40,47,47,145,145,0,0
Indian Institute of Technology Delhi,D4136,Production and Industrial Engineering,900,1568,622,1198,295,561,263,302,0,0,0,0,0,0,0,0
Indian Institute of Technology Delhi,D4139,Textile Technology,1897,3707,1331,2270,627,1141,479,608,101,107,0,0,0,0,0,0
Indian Institute of Technology Delhi,D5205,Biochemical Engineering and Biotechnology,1963,3754,1645,2465,1006,1327,492,711,123,123,0,0,0,0,0,0
Indian Institute of Technology Delhi,D5210,Chemical Engineering,1388,1845,1005,1195,435,615,332,373,93,93,0,0,0,0,0,0
Indian Institute of Technology Delhi,D5216,Computer Science and Engineering,137,271,130,205,101,138,84,174,15,15,0,0,0,0,0,0
Indian Institute of Technology Delhi,D5220,Electrical Engineering with M.Tech. in Information andCommunication Technology,285,440,206,383,119,185,60,129,45,45,0,0,0,0,0,0
Indian Institute of Technology Delhi,D5305,Mathematics and Computing,326,876,674,895,195,639,324,499,97,97,0,0,0,0,0,0
Indian Institute of Technology Indore,E4110,Computer Science and Engineering,2318,3414,1321,1508,460,789,433,485,98,98,0,0,0,0,0,0
Indian Institute of Technology Indore,E4111,Electrical Engineering,3032,3982,1401,1814,868,994,262,415,157,157,0,0,0,0,0,0
Indian Institute of Technology Indore,E4125,Mechanical Engineering,3245,4174,1337,1858,872,953,343,422,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4101,Aerospace Engineering,2004,2598,838,1197,501,528,110,214,34,34,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4102,Agricultural and Food Engineering,3806,5095,2100,2569,1247,1353,646,654,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4105,Biotechnology and Biochemical Engineering,3215,4627,1367,2328,1129,1255,647,656,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4107,Chemical Engineering,1183,2247,932,1257,556,722,270,360,136,136,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4109,Civil Engineering,1522,2503,891,1140,302,519,198,219,80,80,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4110,Computer Science and Engineering,241,429,113,303,79,169,4,105,19,19,22,22,0,0,0,0
Indian Institute of Technology Kharagpur,G4111,Electrical Engineering,510,921,151,424,186,254,102,121,54,54,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4115,Electronics and Electrical Communication Engineering,333,729,291,499,62,257,117,166,58,58,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4120,Industrial Engineering,2213,2999,1398,1533,697,870,444,451,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4121,Instrumentation Engineering,1193,1823,516,1124,265,714,315,365,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4122,Manufacturing Science and Engineering,2102,2917,1304,1545,811,1053,465,514,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4125,Mechanical Engineering,748,1098,322,492,148,256,9,90,53,53,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4127,Metallurgical and Materials Engineering,2722,3617,1316,1974,740,1166,534,599,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4130,Mining Engineering,3650,4555,1517,2240,905,1240,357,454,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G4133,Ocean Engineering and Naval Architecture,3154,4139,1412,1947,908,951,326,403,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5101,Architecture,3828,7069,2727,3868,1357,1734,815,1101,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5201,Aerospace Engineering,2649,2913,1178,1312,551,618,275,275,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5203,Agricultural and Food Engineering with M.Tech. in any ofthe listed specializations,5271,6008,2657,3064,1309,1428,701,834,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5208,Biotechnology and Biochemical Engineering,3906,5375,2400,2825,1195,1403,812,845,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5210,Chemical Engineering,2258,2843,1313,1492,756,846,428,474,144,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5215,Civil Engineering with any of the listed specialization,2671,3000,1215,1413,543,590,251,272,102,144,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5216,Computer Science and Engineering,444,699,338,489,158,344,188,235,31,102,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5222,Electrical Engineering with M.Tech. in any of the listedspecializations,926,1168,515,555,370,416,93,193,62,31,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5225,Electronics and Electrical Communication Engineeringwith M.Tech. in any of the listed specializations,723,1084,265,611,406,542,75,308,63,62,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5230,Industrial Engineering with M.Tech. in IndustrialEngineering and Management,3020,3513,1543,1768,209,1040,602,602,0,63,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5231,Manufacturing Science and Engineering with M.Tech. inIndustrial Engineering and Management,3077,3534,1555,1635,1097,1122,438,438,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5239,Mechanical Engineering with M.Tech. in any of the listedspecializations,1116,1494,502,726,264,449,239,311,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5243,Metallurgical and Materials Engineering with M.Tech. inMetallurgical and Materials Engineering,3122,3955,1742,2170,1070,1098,589,589,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5247,Mining Engineering,4559,4872,2196,2432,1252,1330,480,480,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5248,Mining Safety Engineering,4879,5640,2455,2800,1373,1406,867,867,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5251,Ocean Engineering and Naval Architecture,4037,4484,1989,2182,1188,1271,650,658,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5253,Quality Engineering Design and Manufacturing,2748,3653,1870,2081,960,1055,677,677,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5501,Applied Geology,5159,6199,2846,3565,1461,1662,876,986,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5503,Chemistry,5157,6437,3046,3449,1494,1639,873,931,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5504,Economics,3880,4703,2622,3468,1423,1676,865,952,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5505,Exploration Geophysics,3722,5661,2868,3553,1232,1742,974,991,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5506,Mathematics and Computing,1597,3380,1156,1920,858,1297,694,752,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,G5507,Physics,3036,4930,2632,3221,1303,1597,912,982,0,0,0,0,0,0,0,0
Indian Institute of Technology Hyderabad,H4107,Chemical Engineering,3520,4151,1373,1943,857,1087,408,461,0,0,0,0,0,0,0,0
Indian Institute of Technology Hyderabad,H4109,Civil Engineering,3061,3827,1241,1605,638,793,338,344,166,0,0,0,0,0,0,0
Indian Institute of Technology Hyderabad,H4110,Computer Science and Engineering,1385,2162,306,869,332,527,185,289,0,166,0,0,0,0,0,0
Indian Institute of Technology Hyderabad,H4111,Electrical Engineering,1912,2613,945,1132,299,613,314,348,0,0,163,163,0,0,0,0
Indian Institute of Technology Hyderabad,H4118,Engineering Science,2819,4075,1818,2079,984,1089,466,505,0,0,0,0,0,0,0,0
Indian Institute of Technology Hyderabad,H4125,Mechanical Engineering,1976,2881,896,1189,349,678,306,347,0,0,0,0,0,0,0,0
Indian Institute of Technology Rajasthan,J4110,Computer Science and Engineering,3159,3845,1464,1740,685,931,431,463,104,0,0,0,0,0,0,0
Indian Institute of Technology Rajasthan,J4111,Electrical Engineering,3678,4436,1205,1899,604,942,301,309,0,104,0,0,0,0,0,0
Indian Institute of Technology Rajasthan,J4125,Mechanical Engineering,2989,4680,1823,2025,463,954,330,407,0,0,0,0,0,0,0,0
Indian Institute of Technology Rajasthan,J4138,Systems Science,4187,6214,2261,2662,1183,1602,625,727,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,K4101,Aerospace Engineering,1022,2327,732,1049,231,490,217,255,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,K4103,Biological Sciences and Bioengineering,1547,4361,2149,2528,1099,1253,730,765,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,K4107,Chemical Engineering,1197,1951,483,1147,359,598,246,325,111,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,K4109,Civil Engineering,544,2312,575,999,363,451,106,167,24,111,164,164,0,0,0,0
Indian Institute of Technology Kanpur,K4110,Computer Science and Engineering,98,280,54,176,59,99,80,120,3,75,142,142,0,0,0,0
Indian Institute of Technology Kanpur,K4111,Electrical Engineering,293,590,141,317,44,194,34,104,25,14,0,0,17,17,0,0
Indian Institute of Technology Kanpur,K4123,Materials Science and Engineering,2286,3507,654,2058,807,1155,381,662,0,30,55,55,41,41,0,0
Indian Institute of Technology Kanpur,K4125,Mechanical Engineering,405,891,196,405,49,236,25,107,37,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,K4201,Chemistry,3502,5850,2217,2973,1387,1491,732,842,0,43,59,59,0,0,0,0
Indian Institute of Technology Kanpur,K4202,Economics,1865,3999,1676,2581,825,1477,498,644,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,K4203,Mathematics and Scientific Computing,1203,2781,1300,2011,853,1201,552,817,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,K4204,Physics,1917,3377,1302,2437,84,1457,618,851,153,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M4101,Aerospace Engineering,1307,2195,426,1115,204,493,131,159,0,153,0,0,0,0,0,0
Indian Institute of Technology Madras,M4107,Chemical Engineering,1016,2101,498,1193,544,754,253,341,79,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M4109,Civil Engineering,1103,2255,423,1057,335,540,109,154,0,79,0,0,0,0,0,0
Indian Institute of Technology Madras,M4110,Computer Science and Engineering,103,240,50,99,26,50,18,45,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M4111,Electrical Engineering,100,539,60,201,28,172,32,99,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M4117,Engineering Physics,841,1908,1236,1499,538,779,478,540,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M4125,Mechanical Engineering,193,894,107,336,12,200,65,112,8,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M4127,Metallurgical and Materials Engineering,1709,3310,1166,1729,587,904,508,621,0,8,92,108,0,0,0,0
Indian Institute of Technology Madras,M4132,Naval Architecture and Ocean Engineering,2418,3778,897,1686,507,894,150,395,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5201,Aerospace Engineering,2273,2583,482,1249,546,546,351,351,13,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5202,Aerospace Engineering with M.Tech. in Applied Mechanicswith specialization in Biomedical Engineering,1703,2578,1364,1375,664,664,367,367,96,13,0,0,0,0,0,0
Indian Institute of Technology Madras,M5207,Biological Engineering,1512,4947,1777,2704,1142,1420,622,858,66,96,0,0,0,0,0,0
Indian Institute of Technology Madras,M5210,Chemical Engineering,2133,2571,1204,1370,737,820,370,370,0,66,0,0,0,0,0,0
Indian Institute of Technology Madras,M5212,Civil Engineering with M.Tech. in Applied Mechanics inany of the listed specializations,2678,2815,1433,1435,651,651,0,0,128,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5213,Civil Engineering (Infrastructural Civil Engineering),2175,2769,1131,1350,581,603,305,305,0,128,0,0,0,0,0,0
Indian Institute of Technology Madras,M5215,Civil Engineering with any of the listed specialization,2896,2972,1318,1432,589,626,334,334,125,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5216,Computer Science and Engineering,291,548,293,398,177,271,133,184,0,125,0,0,0,0,0,0
Indian Institute of Technology Madras,M5217,Electrical Engineering,548,982,319,540,208,471,178,290,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5218,Electrical Engineering with M.Tech in Applied Mechanicswith specialization in Biomedical Engineering,1001,1122,597,628,522,565,0,0,78,0,122,122,0,0,0,0
Indian Institute of Technology Madras,M5227,Engineering Design (Automotive Engineering),1394,2814,900,1487,509,972,368,385,0,78,0,0,0,0,0,0
Indian Institute of Technology Madras,M5228,Engineering Design (Biomedical Design),3014,3424,1731,1861,983,1038,666,666,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5236,Mechanical Engineering (Thermal Engineering),1187,1350,647,760,479,553,265,300,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5237,Mechanical Engineering (Intelligent Manufacturing),904,1176,381,581,305,477,321,322,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5238,Mechanical Engineering (Product design),924,1208,511,618,220,379,132,297,72,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5241,Metallurgical and Materials Engineering,3547,3915,1896,1925,928,986,637,637,0,72,0,0,0,0,0,0
Indian Institute of Technology Madras,M5249,Naval Architecture and Ocean Engineering,3791,4055,1343,1987,897,1047,0,0,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5250,Naval Architecture and Ocean Engineering with M.Techin Applied Mechanics in any of the listed specializations,3794,4184,1762,1885,861,861,655,655,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5601,Biological Sciences,2445,6894,3203,3511,1536,1725,889,1003,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,M5602,Physics,2080,3376,2485,2637,1185,1185,804,804,0,0,0,0,0,0,0,0
Indian Institute of Technology Gandhinagar,N4107,Chemical Engineering,3408,4485,1807,2268,1115,1208,529,555,0,0,0,0,0,0,0,0
Indian Institute of Technology Gandhinagar,N4111,Electrical Engineering,2425,3320,1133,1584,663,829,346,397,0,0,0,0,0,0,0,0
Indian Institute of Technology Gandhinagar,N4125,Mechanical Engineering,2262,3541,1330,1572,712,890,264,386,114,0,0,0,0,0,0,0
Indian Institute of Technology Patna,P4110,Computer Science and Engineering,3008,4409,1514,1961,888,1065,509,538,161,114,0,0,0,0,0,0
Indian Institute of Technology Patna,P4111,Electrical Engineering,4022,4735,1830,2065,1039,1124,371,504,0,161,0,0,0,0,0,0
Indian Institute of Technology Patna,P4125,Mechanical Engineering,4442,4863,1663,2209,962,1093,456,522,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,R4104,Biotechnology,4209,5378,2227,2653,887,1361,698,799,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,R4107,Chemical Engineering,1804,2939,1246,1467,612,745,333,404,150,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,R4109,Civil Engineering,1776,2761,762,1267,304,520,73,203,82,150,0,0,0,0,0,0
Indian Institute of Technology Roorkee,R4110,Computer Science and Engineering,432,961,318,469,116,277,128,187,23,84,162,162,0,0,0,0
Indian Institute of Technology Roorkee,R4111,Electrical Engineering,1033,1681,210,696,206,378,70,180,68,23,0,0,0,0,0,0
Indian Institute of Technology Roorkee,R4114,Electronics and Communication Engineering,967,1293,394,640,217,403,152,220,48,69,112,112,134,134,0,0
Indian Institute of Technology Roorkee,R4125,Mechanical Engineering,984,1763,410,728,239,315,116,170,73,48,140,140,0,0,0,0
